# IndexValue_NDXT, Volume_GOOGL,Volume_AAPL,CPI,High_GOOGL,High_AAPL, NetChange_NDXT, High_NDXT, Low_NDXT, Close/Last_GOOGL, Open_GOOGL, Low_GOOGL, Close/Last_AAPL, Open_AAPL, Low_AAPL
2.423121163443585829e+03,3.435226045863852650e+07,1.634967324563595057e+08,2.384300939626313038e+02,2.792528957537265910e+01,3.292452787179328766e+01,-2.601070664555376055e-01,2.423841743126158235e+03,2.402441812560419748e+03,2.785855092478983863e+01,3.258616172507231568e+01,2.749170587673737032e+01,3.292452787179328766e+01,3.258616172507231568e+01,3.249368777902068928e+01
2.429360253927851318e+03,2.743454343407811970e+07,1.799047495800937712e+08,2.384717436515018392e+02,2.789738171794971322e+01,3.327861695896140759e+01,3.855298952410045388e+00,2.438772257092893142e+03,2.421665605396995034e+03,2.767436490755363820e+01,3.291429643296575591e+01,2.775541650301794050e+01,3.327861695896140759e+01,3.291429643296575591e+01,3.284754264370111798e+01
2.395557780923181326e+03,3.704612422858265042e+07,2.286427409508329332e+08,2.385133933403722892e+02,2.758347185695430426e+01,3.321466031758508564e+01,-1.598124961039957270e-01,2.420155612186178587e+03,2.383822881732040514e+03,2.734246620000389782e+01,3.311679548766406356e+01,2.706534525831361293e+01,3.321466031758508564e+01,3.311679548766406356e+01,3.217347233330156087e+01
2.453629593747915351e+03,3.641519220692414045e+07,1.824386575120802522e+08,2.385550430292428246e+02,2.777323518975379102e+01,3.304288317640181560e+01,1.078913078918674273e+00,2.466279847954318939e+03,2.402448391085894400e+03,2.777072936552187343e+01,3.257351946018880540e+01,2.733068342411226581e+01,3.304288317640181560e+01,3.257351946018880540e+01,3.257775913351561314e+01
2.458722719239387061e+03,3.047745922399169952e+07,1.514359706661219597e+08,2.385966927181133883e+02,2.787233618187049444e+01,3.298772915579341714e+01,9.236154104993872238e-01,2.467576700636292117e+03,2.457485689905859545e+03,2.770537404856952435e+01,3.303545962026802840e+01,2.764701807981277426e+01,3.298772915579341714e+01,3.303545962026802840e+01,3.284913759842369529e+01
2.450894710167456196e+03,3.947623138175323606e+07,1.929749044716656208e+08,2.386383424069838384e+02,2.767509545894884582e+01,3.286384242812421519e+01,5.306914099374100857e+00,2.466783278793282534e+03,2.439518842672538995e+03,2.723872801266827537e+01,3.283898152746706955e+01,2.724409702905175834e+01,3.286384242812421519e+01,3.283898152746706955e+01,3.235931645783070110e+01
2.455760846247550489e+03,3.283697439407318830e+07,1.501661911436124146e+08,2.386799920958543737e+02,2.743821313304285070e+01,3.285662789955222252e+01,-2.650794366701157756e+00,2.467000098992162293e+03,2.443775262939229833e+03,2.747701207604229978e+01,3.283337201093232238e+01,2.715281005407676673e+01,3.285662789955222252e+01,3.283337201093232238e+01,3.259979224279614130e+01
2.453842629663250591e+03,3.204269898909426108e+07,1.510118211867139041e+08,2.386397991157964498e+02,2.803236343448034518e+01,3.264444065526971883e+01,7.223378852716733078e+00,2.461495431620655381e+03,2.441395464174928748e+03,2.780263555012119525e+01,3.248397262744157388e+01,2.740146536206653138e+01,3.264444065526971883e+01,3.248397262744157388e+01,3.232807231658759406e+01
2.443287973646476985e+03,2.987512569420053065e+07,1.515926089644626081e+08,2.386405263830910144e+02,2.794443739090371537e+01,3.275641383749191959e+01,-2.678130400552261037e+00,2.461858937848051937e+03,2.443002243998309496e+03,2.768462499000588650e+01,3.268672053435588509e+01,2.767031397789692448e+01,3.275641383749191959e+01,3.268672053435588509e+01,3.251259845844482754e+01
2.433041167206493355e+03,3.164057368165988103e+07,1.631701401274490952e+08,2.386412536503854938e+02,2.771762518862244917e+01,3.263952974068155299e+01,5.971761580600475128e+00,2.443407577497411694e+03,2.417300632157921427e+03,2.756120234893130316e+01,3.243794472855235256e+01,2.741880068372289259e+01,3.263952974068155299e+01,3.243794472855235256e+01,3.218096723828043082e+01
2.425528938950303200e+03,2.976781065813038126e+07,1.544084819008826017e+08,2.386419809176799163e+02,2.762238932295547045e+01,3.240397129881110061e+01,-1.547944256667669549e+00,2.432803193062078208e+03,2.406932673341938425e+03,2.748586652785472495e+01,3.238265700180269846e+01,2.735849912190861488e+01,3.240397129881110061e+01,3.238265700180269846e+01,3.206272873466295437e+01
2.397134423045923540e+03,3.089299669311317429e+07,1.928395936799527407e+08,2.386427081849744241e+02,2.754799396664286348e+01,3.229927881042576132e+01,3.829116543040903764e+00,2.425963486626923441e+03,2.386299593766734233e+03,2.722525803975175052e+01,3.230647137998036555e+01,2.718563380617278824e+01,3.229927881042576132e+01,3.230647137998036555e+01,3.168639614365250168e+01
2.385930175146116198e+03,3.104330390668081120e+07,1.927590869767489135e+08,2.386434354522688182e+02,2.722840860035739752e+01,3.200253257220899172e+01,3.864386863814388562e-01,2.387212051354152209e+03,2.367476123706674116e+03,2.709568098853725360e+01,3.168555280180819977e+01,2.691188171685161024e+01,3.200253257220899172e+01,3.168555280180819977e+01,3.135719633013987107e+01
2.418049571908956750e+03,3.021926175589943305e+07,1.639199319649665058e+08,2.386441627195633259e+02,2.776829319645459293e+01,3.239203726975182462e+01,-2.483973051685531175e+00,2.429516391768303492e+03,2.398453909614015174e+03,2.758904811029495363e+01,3.199941023014739017e+01,2.730768456013643686e+01,3.239203726975182462e+01,3.199941023014739017e+01,3.206692770407802584e+01
