,Date,last_20_pred
451,2020-02-22,5596.271345434895
452,2020-02-26,5325.34306916531
453,2020-03-01,5261.38063968583
454,2020-03-05,5197.41821020635
455,2020-03-09,4690.86130305012
456,2020-03-13,4660.57725624427
457,2020-03-17,4373.61714724023
458,2020-03-21,4407.562035290175
459,2020-03-25,4441.50692334012
460,2020-03-29,4450.258463137725
461,2020-04-02,4459.01000293533
462,2020-04-06,4783.1594272207
463,2020-04-10,4939.4913703249895
464,2020-04-14,5095.82331342928
465,2020-04-18,5087.6152518662
466,2020-04-22,5079.40719030312
467,2020-04-26,5156.70597613994
468,2020-04-30,5234.00476197676
469,2020-05-04,5048.17506202478
470,2020-05-08,5355.32055027058
471,2020-05-12,5236.08925477828
472,2020-05-16,5374.794007815675
473,2020-05-20,5513.49876085307
474,2020-05-24,5506.35438391432
475,2020-05-28,5499.21000697557
476,2020-06-01,5610.48868098063
477,2020-06-05,5915.47224395666
478,2020-06-09,5915.05241397051
479,2020-06-13,5896.99989104184
480,2020-06-17,5878.94736811317
481,2020-06-21,5871.52714518237
482,2020-06-25,5864.10692225157
483,2020-06-29,5834.06127618056
484,2020-07-03,5949.921265407885
485,2020-07-07,6065.78125463521
486,2020-07-11,6100.965535495056
487,2020-07-15,6136.1498163549
488,2020-07-19,6148.55450285848
489,2020-07-23,6160.95918936206
490,2020-07-27,6178.71503743519
491,2020-07-31,6300.77031648788
492,2020-08-04,6434.51294267549
493,2020-08-08,6397.4871380010045
494,2020-08-12,6360.46133332652
495,2020-08-16,6380.29782234497
496,2020-08-20,6400.13431136342
497,2020-08-24,6458.27266437769
498,2020-08-28,6658.11569461075
499,2020-09-01,6781.63443638922
500,2020-09-05,6538.236443300645
501,2020-09-09,6294.83845021207
502,2020-09-13,6268.08537245137
503,2020-09-17,6241.33229469067
504,2020-09-21,6163.55846269291
505,2020-09-25,6267.16701419538
506,2020-09-29,6394.8039164298
507,2020-10-03,6470.150253365395
508,2020-10-07,6545.49659030099
509,2020-10-11,6665.594088087365
510,2020-10-15,6785.69158587374
511,2020-10-19,6687.58006151223
512,2020-10-23,6659.52577161124
513,2020-10-27,6531.36494481368
514,2020-10-31,6635.781286236335
515,2020-11-04,6740.19762765899
516,2020-11-08,6785.131091518275
517,2020-11-12,6830.06455537756
518,2020-11-16,6995.15454589093
519,2020-11-20,6927.57629951116
520,2020-11-24,7028.8776274307
521,2020-11-28,7151.50440735912
522,2020-12-02,7274.13118728754
523,2020-12-06,7274.9789589108605
524,2020-12-10,7275.82673053418
525,2020-12-14,7327.02855107648
526,2020-12-18,7526.35656572197
527,2020-12-22,7563.768786547
528,2020-12-26,7546.802758969015
529,2020-12-30,7529.83673139103
530,2021-01-03,7600.299765658105
531,2021-01-07,7670.76279992518
532,2021-01-11,7723.37912569862
533,2021-01-15,7729.11702217388
534,2021-01-19,7918.94926705107
535,2021-01-23,7733.92754777927
536,2021-01-27,7548.90582850747
537,2021-01-31,7759.638089034295
538,2021-02-04,7970.37034956112
539,2021-02-08,8121.08556191323
540,2021-02-12,8470.04773534683
541,2021-02-16,8480.85728836879
542,2021-02-20,8344.270781853069
543,2021-02-24,8207.68427533735
544,2021-02-28,7801.514594717324
545,2021-03-04,7395.3449140973
546,2021-03-08,7197.58679467392
547,2021-03-12,7660.99989441831
548,2021-03-16,7852.58242259248
549,2021-03-20,7723.662461686665
550,2021-03-24,7594.74250078085
551,2021-03-28,7849.137474217825
552,2021-04-01,8103.5324476548
553,2021-04-05,8245.20379191188
554,2021-04-09,8304.7365301821
555,2021-04-13,8328.01091304479
556,2021-04-17,8270.64882620896
557,2021-04-21,8213.28673937313
558,2021-04-25,8249.94587152237
559,2021-04-29,8286.60500367161
560,2021-05-03,8022.73334243989
561,2021-05-07,7939.97532742664
562,2021-05-11,7718.92759667291
563,2021-05-15,7704.46444028023
564,2021-05-19,7690.00128388755
565,2021-05-23,7854.941077016065
566,2021-05-27,8019.88087014458
567,2021-05-31,8065.3778184535295
568,2021-06-04,8110.87476676248
569,2021-06-08,8092.62569714055
570,2021-06-12,8157.099289266875
571,2021-06-16,8221.5728813932
572,2021-06-20,8366.093408071505
573,2021-06-24,8510.61393474981
574,2021-06-28,8657.39384256547
575,2021-07-02,8675.76101279796
576,2021-07-06,8675.65493350189
577,2021-07-10,8633.11016789596
578,2021-07-14,8590.56540229003
579,2021-07-18,8627.261063773494
580,2021-07-22,8663.95672525696
581,2021-07-26,8726.62215560758
582,2021-07-30,8886.17448569309
583,2021-08-03,8942.2695422901
584,2021-08-07,8906.583465749864
585,2021-08-11,8870.89738920963
586,2021-08-15,8793.858727250465
587,2021-08-19,8716.8200652913
588,2021-08-23,8970.53459263718
589,2021-08-27,9181.58413108116
590,2021-08-31,9139.06890201599
591,2021-09-04,9125.326956772817
592,2021-09-08,9111.58501152964
593,2021-09-12,9162.68370496396
594,2021-09-16,9213.78239839828
595,2021-09-20,8885.11808081768
596,2021-09-24,9115.73215342914
597,2021-09-28,8697.59966771449
598,2021-10-02,8644.341642944779
599,2021-10-06,8591.08361817507
600,2021-10-10,8733.707896681619
601,2021-10-14,8876.33217518817
602,2021-10-18,9020.86588261349
603,2021-10-22,9177.47398298703
604,2021-10-26,9192.87447640164
605,2021-10-30,9323.67659902319
606,2021-11-03,9454.47872164474
607,2021-11-07,9552.748356242391
608,2021-11-11,9651.01799084004
609,2021-11-15,9712.20130813189
610,2021-11-19,9846.56182549885
611,2021-11-23,9539.6693320271
612,2021-11-27,9407.726892748611
613,2021-12-01,9275.78445347012
614,2021-12-05,9361.94147940939
615,2021-12-09,9448.09850534866
616,2021-12-13,9373.76052545614
617,2021-12-17,9219.3532036077
618,2021-12-21,9431.28300417297
619,2021-12-25,9544.087629307423
620,2021-12-29,9656.89225444188
621,2022-01-02,9387.3205120554
622,2022-01-06,9117.74876966892
623,2022-01-10,8991.19789822805
624,2022-01-14,8983.1965995119
625,2022-01-18,8678.99231242613
626,2022-01-22,8366.45722289797
627,2022-01-26,8053.92213336981
628,2022-01-30,8156.76459189609
629,2022-02-03,8259.60705042237
630,2022-02-07,8344.11540299956
631,2022-02-11,8221.37603902419
632,2022-02-15,8541.59273622297
633,2022-02-19,8147.463526897275
634,2022-02-23,7753.33431757158
635,2022-02-27,7917.11462141517
636,2022-03-03,8080.89492525876
637,2022-03-07,7492.4366124123
638,2022-03-11,7440.16336573218
639,2022-03-15,7431.49471057484
640,2022-03-19,7771.890730640394
641,2022-03-23,8112.28675070595
642,2022-03-27,8216.172616004254
643,2022-03-31,8320.05848130256
644,2022-04-04,8495.5245038351
645,2022-04-08,7836.41289957942
646,2022-04-12,7641.80428731265
647,2022-04-16,7672.30228677971
648,2022-04-20,7702.80028624677
649,2022-04-24,7578.73234111909
650,2022-04-28,7454.66439599141
651,2022-05-02,7282.94204186451
652,2022-05-06,6879.37953880477
653,2022-05-10,6618.7612515929
654,2022-05-14,6549.858082536765
655,2022-05-18,6480.95491348063
656,2022-05-22,6668.622629671085
657,2022-05-26,6856.29034586154
658,2022-05-30,6966.049992950046
659,2022-06-03,7075.80964003855
660,2022-06-07,7205.86504773984
661,2022-06-11,6806.829408558285
662,2022-06-15,6407.79376937673
663,2022-06-19,6408.08737602347
664,2022-06-23,6408.38098267021
665,2022-06-27,6627.79901762407
666,2022-07-01,6252.35786828572
667,2022-07-05,6407.34982808787
668,2022-07-09,6366.15137429673
669,2022-07-13,6324.95292050559
670,2022-07-17,6656.85936631364
671,2022-07-21,6988.76581212169
672,2022-07-25,6746.17351096133
673,2022-07-29,7032.7850117364
674,2022-08-02,7070.59887429945
675,2022-08-06,7199.497924073339
676,2022-08-10,7328.39697384723
677,2022-08-14,7308.985821513235
678,2022-08-18,7289.57466917924
679,2022-08-22,6858.1085164595
680,2022-08-26,6739.05664146728
681,2022-08-30,6579.52794506439
682,2022-09-03,6473.97686304797
683,2022-09-07,6368.42578103155
684,2022-09-11,6312.25049935312
685,2022-09-15,6256.07521767469
686,2022-09-19,6223.61874285099
687,2022-09-23,5838.35606414856
688,2022-09-27,5825.00348602423
689,2022-10-01,5993.9825313696
690,2022-10-05,6162.96157671497
691,2022-10-09,5860.60031394661
692,2022-10-13,5558.23905117825
693,2022-10-17,5545.59800060927
694,2022-10-21,5734.36458166972
695,2022-10-25,5924.91616389633
696,2022-10-29,5736.86960019136
697,2022-11-02,5548.82303648639
698,2022-11-06,5797.0679535634845
699,2022-11-10,6045.31287064058
700,2022-11-14,6165.00890857009
701,2022-11-18,6059.44478813657
702,2022-11-22,6072.84780201662
703,2022-11-26,6162.66304263734
704,2022-11-30,6252.47828325806
705,2022-12-04,6168.333300828735
706,2022-12-08,6084.18831839941
707,2022-12-12,6189.57610541764
708,2022-12-16,5970.97115965577
709,2022-12-20,5862.82288335799
710,2022-12-24,5722.698661213165
711,2022-12-28,5582.57443906834
712,2023-01-01,5615.032135350621
713,2023-01-05,5647.4898316329
714,2023-01-09,5930.79925375718
715,2023-01-13,6150.90293341999
716,2023-01-17,6176.48155663336
717,2023-01-21,6266.34363598641
