# NetChange_NDXT, High_NDXT, Low_NDXT, Close/Last_GOOGL, Open_GOOGL, Low_GOOGL, Close/Last_AAPL, Open_AAPL, Low_AAPL
1.625908393026838894e+01,1.149299594521904146e+04,1.014678881465246741e+04,1.707826046607180501e+02,2.292599357445708108e+02,1.711592556165756207e+02,2.301513746645723586e+02,2.292599357445708108e+02,2.264266749460659298e+02
-1.238059031171587776e+00,9.204618915786208163e+03,1.053146005581007012e+04,1.739286441712224018e+02,2.325130634583850053e+02,1.750182967638445461e+02,2.338628990077593812e+02,2.325130634583850053e+02,2.300765349302798199e+02
-3.572285723145239444e+01,7.439427323471878481e+03,1.046858614679834136e+04,1.704743612466704690e+02,2.324814147627399734e+02,1.657732744323243708e+02,2.342695454396233572e+02,2.324814147627399734e+02,2.329302110535302859e+02
1.699334894583071787e+01,7.029572308336432798e+03,1.048053059603432484e+04,1.666257855649775763e+02,2.332437410174848367e+02,1.636444736704283685e+02,2.345547775650444464e+02,2.332437410174848367e+02,2.320253703686133804e+02
-3.195590202795693813e+01,8.110577241160203812e+03,1.046482383524956640e+04,1.644829161338840890e+02,2.297937738967869734e+02,1.631112097317886196e+02,2.330810138349985436e+02,2.297937738967869734e+02,2.285555030626396160e+02
9.533346867143507097e+00,1.021046586477816527e+04,1.028356953069463270e+04,1.632213872854068200e+02,2.305861584209822013e+02,1.612485801844588877e+02,2.307647700753188076e+02,2.305861584209822013e+02,2.279121325805639913e+02
-6.736133485502023177e+00,1.235503955865115131e+04,1.025459935374354609e+04,1.631131933763284110e+02,2.341296709749577474e+02,1.622112662990343779e+02,2.356234348255266013e+02,2.341296709749577474e+02,2.280772632991418618e+02
-6.631975490917767502e+00,1.356518728153877237e+04,1.047494038279751840e+04,1.657121975951119452e+02,2.330851604154441361e+02,1.634836717633674539e+02,2.360771856747427648e+02,2.330851604154441361e+02,2.336352269174267349e+02
-5.405162705716183069e+00,1.330006108659831807e+04,1.044156681978150300e+04,1.632986583745188796e+02,2.346660099233897370e+02,1.629631805146581485e+02,2.369883864098794675e+02,2.346660099233897370e+02,2.349939602318436300e+02
-1.118166601591797971e+01,1.164485610294316211e+04,1.060434433909543077e+04,1.636545704603257434e+02,2.365193752695261935e+02,1.625706801917306450e+02,2.360699709979240879e+02,2.365193752695261935e+02,2.336836571359005461e+02
-3.431219931573306070e+00,9.380894723083471035e+03,1.051054154344305243e+04,1.631526720110139763e+02,2.338024825850213233e+02,1.629659361906140020e+02,2.335194818673680857e+02,2.338024825850213233e+02,2.302995563493363420e+02
-7.435083348929325098e+00,7.481530949749601859e+03,1.049382357091539234e+04,1.649673844364396018e+02,2.310454602481639768e+02,1.632824567324637997e+02,2.320233639892103668e+02,2.310454602481639768e+02,2.294050766659273108e+02
8.709090170624961047e+00,6.851140396087353110e+03,1.053497704723894640e+04,1.651857307258641470e+02,2.332569925419017522e+02,1.648949148849750372e+02,2.382647917327055325e+02,2.332569925419017522e+02,2.327470549219372060e+02
-2.653506964448433791e+01,7.723911582713251846e+03,1.083154648664251727e+04,1.652040887097899713e+02,2.290866244501289373e+02,1.628432078563385232e+02,2.308412236458511018e+02,2.290866244501289373e+02,2.280813491118011598e+02
-8.745892865163028773e+00,9.745710017343015352e+03,1.064213768089434598e+04,1.628751634673957653e+02,2.294852840166894907e+02,1.613177500765702916e+02,2.292252149025573829e+02,2.294852840166894907e+02,2.275941359532524757e+02
-2.811589597830234766e+00,1.196743848639461794e+04,1.052300128852899434e+04,1.615673497305648709e+02,2.280443373294643266e+02,1.602814739596978200e+02,2.296215834381305285e+02,2.280443373294643266e+02,2.275663328808577148e+02
-2.704693758435570317e+01,1.340551814596504664e+04,1.045876271656951576e+04,1.621525009795001608e+02,2.248406951567333181e+02,1.596300415462787328e+02,2.300049719172554035e+02,2.248406951567333181e+02,2.245683177917462672e+02
9.738352466647555161e+00,1.340313639174292257e+04,1.039829713310048282e+04,1.648221151054798383e+02,2.244370230651568363e+02,1.635346023872517662e+02,2.253912455406265849e+02,2.244370230651568363e+02,2.229479090706595343e+02
-1.833900595312539394e+01,1.195629559913233243e+04,1.035689297671549502e+04,1.635271708861143338e+02,2.243677771108177126e+02,1.626778376865868836e+02,2.255998559960610805e+02,2.243677771108177126e+02,2.205968118188283995e+02
4.814700605107873344e-01,9.744081710898997699e+03,1.041834321427326540e+04,1.665296077709134579e+02,2.282070044497665435e+02,1.658142751115877900e+02,2.284889238661738773e+02,2.282070044497665435e+02,2.244573396518293009e+02
-1.350834327175647331e+01,-2.155325593843201204e+04,1.026206484564703351e+04,1.659709862181792914e+02,2.253665711372574947e+02,1.632593934734539118e+02,2.267391882623288950e+02,2.253665711372574947e+02,2.238366866116712686e+02
1.720439884807717590e+00,-3.760246540594656835e+04,1.018650244618695797e+04,1.652980787880076434e+02,2.252118398407569941e+02,1.648466661685116321e+02,2.271682931981416402e+02,2.252118398407569941e+02,2.230367332221663901e+02
-3.027220012836295382e+00,-3.200354111501808802e+04,1.018429522446950250e+04,1.663206118587037565e+02,2.293804117022457660e+02,1.641988026026527905e+02,2.298112266620503021e+02,2.293804117022457660e+02,2.238538369864565425e+02
2.333401416022240937e+00,-5.566758376085811506e+03,1.036202379165326056e+04,1.663193489444969941e+02,2.300810256947085577e+02,1.630499022895877488e+02,2.336412375646351336e+02,2.300810256947085577e+02,2.299267198097506935e+02
-1.656231134362147372e+01,2.815218408006424943e+04,1.042794335315385251e+04,1.644573040109636963e+02,2.291684301020732164e+02,1.626728275365561274e+02,2.289226760682103361e+02,2.291684301020732164e+02,2.268225063552422398e+02
-1.577552710196641783e+00,5.540124922982472344e+04,1.036299373182980707e+04,1.629694044114944234e+02,2.267641901662553892e+02,1.623309616048725275e+02,2.281525556978119198e+02,2.267641901662553892e+02,2.245399763062953866e+02
-1.492885349984720733e+01,6.276773020872836787e+04,1.026565183606402934e+04,1.611205739220731346e+02,2.246103760890922558e+02,1.614061383947511672e+02,2.273590959812779033e+02,2.246103760890922558e+02,2.238986816196475615e+02
8.384842515821468112e+00,4.769614031019002869e+04,1.019995416328608917e+04,1.623515967883037661e+02,2.291951428011508654e+02,1.604813520304059580e+02,2.299808086509266332e+02,2.291951428011508654e+02,2.263955409243610575e+02
-2.200489885866101503e+01,1.682437009840625979e+04,1.027119985698019445e+04,1.619639225249618448e+02,2.274145250451738036e+02,1.622044019547686275e+02,2.290838586304341788e+02,2.274145250451738036e+02,2.264985707503526555e+02
1.974318016889225191e+01,-1.608025073990810415e+04,1.009821606937746401e+04,1.637666013117615194e+02,2.299912072623376105e+02,1.618055837788198801e+02,2.332451699544474479e+02,2.299912072623376105e+02,2.273845192675289013e+02
-3.890550911383320454e+01,-3.532481129729916574e+04,1.027624992784187998e+04,1.621988765303527771e+02,2.245336164954156288e+02,1.613321265922714076e+02,2.296366958251567780e+02,2.245336164954156288e+02,2.238322422271039045e+02
2.716260048589037979e+01,-3.328814946654388768e+04,9.999533380798147846e+03,1.604477196319414816e+02,2.179274170303970095e+02,1.582334282575318412e+02,2.221485535575401400e+02,2.179274170303970095e+02,2.167795395026839458e+02
-1.569665880539974268e+01,-9.355346069481915038e+03,1.002108757462931317e+04,1.590440022179618609e+02,2.158487448293207933e+02,1.583985419227988700e+02,2.160993935154059216e+02,2.158487448293207933e+02,2.146083371682476013e+02
-1.090321568025416354e-01,2.407495006796362213e+04,1.003039887020522292e+04,1.574317867631516776e+02,2.165024672153430743e+02,1.564579324407149556e+02,2.175573493374069471e+02,2.165024672153430743e+02,2.139435706741481908e+02
3.290167051585953573e+00,5.363542783990222961e+04,1.005125934581660113e+04,1.574824586012740326e+02,2.240482731311066686e+02,1.551077770282519737e+02,2.252332077969589932e+02,2.240482731311066686e+02,2.229985112305811867e+02
