,# IndexValue_NDXT, Volume_GOOGL,Volume_AAPL,CPI,High_GOOGL,High_AAPL, NetChange_NDXT, High_NDXT, Low_NDXT, Close/Last_GOOGL, Open_GOOGL, Low_GOOGL, Close/Last_AAPL, Open_AAPL, Low_AAPL,Low_AAPL
1,46.41012715278839,14129019.738838214,156033737.92442355,-0.00011956442995142424,0.15314023235234586,0.8610204802315095,-9.833151666873187,51.91767067962246,56.42361588399399,0.14738221186390987,1.0914453347462398,0.6484991600537562,0.8610204802315095,1.0914453347462398,-68.44623200371657,0.5722491960959175
2,-42.49447563265403,44061406.53170036,-77279323.48424423,-0.00021400649063707533,0.6954105619883535,-0.29432259256271465,-42.55813210912064,-31.447308573644023,-33.093805120585785,0.5920613425959864,-0.4892793963674684,0.09174684863358352,-0.29432259256271465,-0.4892793963674684,-68.09623200371657,0.18525165940344834
3,-16.919403025247448,-570636.5236784965,39286013.94090441,-0.0003483986030516917,-0.716249766683589,-0.3082968462931141,-12.242322000184299,-27.617605842989633,-27.179644618704515,-0.780221791345781,-0.24163268385375855,-0.54787988120799,-0.3082968462931141,-0.24163268385375855,-68.52873200371657,-0.5055854065430871
4,-26.699776564311374,-7958787.064575613,17867585.0987736,-0.0003954068884581829,-0.4607958861448402,-0.310770019605485,-14.854531314686996,-26.439096978044745,-25.13343245770284,-0.606069999951032,-0.25635295950088727,-0.4955622897882144,-0.310770019605485,-0.25635295950088727,-68.96123200371656,-0.2958486153645694
5,27.34140714271234,492944.20816838735,3764325.5263110697,0.14326329398735993,-0.21555995858508936,0.2858953892012792,3.907918751380812,31.104168391712847,25.29156985757345,-0.044289318971095774,0.21482963450046452,-0.06879970798452817,0.2858953892012792,0.21482963450046452,-68.76623200371657,0.30305769047264164
6,19.12799707227896,-4736896.594765365,-13023605.224754063,0.10432624582281846,-0.19313981849055753,0.14543388832345627,12.845561140429773,12.199927722381744,8.898781123643857,-0.0598733378467422,0.0792720392877939,-0.09454652036599498,0.14543388832345627,0.0792720392877939,-68.57123200371657,0.13003209193912113
7,-12.497682694460307,-5678678.906641357,10336189.07476878,-0.018641599917458503,0.2309106543074364,0.412119894339142,-27.67702670280964,10.333003295387698,17.840383459245004,0.048948754337718725,0.6148246104121425,0.2131964914134521,0.412119894339142,0.6148246104121425,-68.08373200371656,0.43455680507383576
8,-18.49451509873461,15989280.07206332,74317042.44208132,0.08748912167968113,-0.7417444263314897,-0.7240140115970312,-20.302006813909877,-40.71762588062848,-33.53040483892755,-0.8486484283211696,-0.8436497025078076,-0.8827022744604028,-0.7240140115970312,-0.8436497025078076,-68.62123200371657,-0.7034812801995791
9,41.38918824429948,-15958282.314191952,-50082889.063352406,-0.057329878448825866,0.5713586109215782,0.7241968877408879,21.62104814306538,55.98071408953865,54.474747253728765,0.6129829836943728,0.7828118219830102,0.8027815793133933,0.7241968877408879,0.7828118219830102,-68.06873200371656,0.7784490973481972
10,-14.356458637410467,-331424.4536660612,74677885.02184875,0.018427576909203932,0.30888274250227,0.22659399949380088,-14.781612957577618,-20.558152023058028,-21.182937319178563,0.3071433883370957,0.1203106277650221,0.20727487377537912,0.22659399949380088,0.1203106277650221,-67.86498200371656,-0.02146080914175741
11,0.19473088355107396,-164009.57416033,69413940.00434124,0.04863060870994217,0.27704909822050894,0.3545281614900304,-13.088348604649283,-2.96875030840738,-6.32669274629052,0.35924346118631334,0.21194706467755253,0.33916393684063806,0.3545281614900304,0.21194706467755253,-67.66123200371656,0.19531294522805354
