# NetChange_NDXT, High_NDXT, Low_NDXT, Close/Last_GOOGL, Open_GOOGL, Low_GOOGL, Close/Last_AAPL, Open_AAPL, Low_AAPL
-1.698802354950223403e+01,-2.976540573331772976e+03,-3.588563279771915404e+01,-1.642197595111952069e+00,1.364839584555852525e+00,-8.636717633674493300e-01,7.728143252572294841e-01,1.364839584555852525e+00,8.147730825732537596e-01
3.429129230367618675e+01,-2.699085457473618590e+03,9.271378266119609179e+01,1.213416254811079398e-01,1.513990076610269853e+00,1.168194853418640378e-01,-8.083864098794606434e-01,1.513990076610269853e+00,-9.839602318436391215e-01
7.238479717017979098e+00,-9.691423763257625978e+02,-8.001042969343143341e+01,-7.245704603257365761e-01,-3.089375269526186685e+00,1.893198082693459128e-01,-2.219970997924093581e+00,-3.089375269526186685e+00,-3.163657135900535877e+00
-4.441756225235668865e+01,1.233397016818529664e+03,-2.374154425465167151e+01,2.007327988986020273e+00,-2.202482585021328987e+00,7.740638093860070512e-01,-1.399481867368081112e+00,-2.202482585021328987e+00,-4.595563493363385987e-01
-3.399328087477006761e+02,3.451045168017897595e+03,3.478985585770715261e+01,4.926155635604061445e-01,2.564539751836036885e+00,1.342543267536200347e+00,5.466636010789642341e+00,2.564539751836036885e+00,2.964923334072693706e+00
1.114863684853750385e+02,4.098713595079746483e+03,3.058663189345534192e+02,-2.257307258641390035e-01,-4.556992541901763616e+00,-1.494914884975031555e+00,-6.534791732705542699e+00,-4.556992541901763616e+00,-4.147054921937211702e+00
1.184632462814543317e+02,3.108903210765147378e+03,-1.514177578860180802e+02,-1.964088709789962195e+00,2.133755498710740994e-01,-1.608207856338509600e+00,-1.431223645851105175e+00,2.133755498710740994e-01,-7.413491118011563685e-01
5.648028579242302527e+01,9.906432776926849328e+02,-7.992572073524570442e+01,-7.951634673957528321e-01,-1.705284016689489590e+00,-9.227500765702814078e-01,2.747850974426171433e-01,-1.705284016689489590e+00,-4.241359532524882070e-01
1.530380646157602200e+02,-1.292149698705017727e+03,-3.178150970989372581e+01,2.926502694351427181e-01,-2.814337329464336790e+00,-5.414739596978108693e-01,1.284165618694714794e-01,-2.814337329464336790e+00,-2.736332880857702321e+00
1.286359957479357092e+02,-2.874179378559547331e+03,-7.988358083261664433e+01,2.227499020499834614e+00,-5.406951567333067032e-01,3.239958453721271781e+00,-4.024971917255413700e+00,-5.406951567333067032e-01,-1.318317791746267176e+00
-8.343285900605755501e+01,-2.917958107190122973e+03,-2.739646041248306574e+01,-1.842115105479848580e+00,6.297693484316368995e-02,-7.846023872517662312e-01,2.987544593734128284e-01,6.297693484316368995e-02,-1.617909070659521831e+00
1.693168147707054061e+02,-1.437298669013332983e+03,2.075083711710431089e+01,3.532829113885668448e+00,3.532222889182293102e+00,2.802162313413106176e+00,2.400144003938919468e+00,3.532222889182293102e+00,3.533188181171595943e+00
-5.128336099590787178e+00,6.766548015139014751e+02,-1.673351469308654487e+02,-6.696077709134442557e-01,-3.067004449766557173e+00,-1.891275111587788160e+00,-1.683923866173870465e+00,-3.067004449766557173e+00,-1.137339651829307741e+00
1.212818115006764685e+02,3.195326898691391398e+04,-6.437715133283381874e+01,-1.109862181792777847e-01,5.234288627424916740e-01,1.470606526546077930e+00,6.308117376711095403e-01,5.234288627424916740e-01,-8.166866116712583334e-01
-2.126011492208977245e+02,4.807339689031626767e+04,-2.254703187115774199e+01,1.691921211992365670e+00,4.308160159243016096e+00,-2.666661685116196168e-01,2.481706801858365452e+00,4.308160159243016096e+00,7.032667778336190167e-01
-4.341369763277370453e+01,4.249596822291538410e+04,1.536002778602978651e+02,-4.706118587037622092e-01,6.595882977542260051e-01,-9.388026026527995782e-01,3.188773337949697861e+00,6.595882977542260051e-01,5.796163013543463194e+00
-5.266385330549223909e+01,1.615780581872921175e+04,9.774716029724004329e+01,-2.369348944497005505e+00,-1.621025694708549736e+00,-4.238022895877406881e-01,-4.121237564635123363e+00,-1.621025694708549736e+00,-2.626719809750682089e+00
2.236095923237514853e+02,-1.748316946831884707e+04,-5.983839962335332530e+01,-1.727304010963706560e+00,-1.868430102073205035e+00,-3.928275365561262333e-01,-4.226760682103360978e-01,-1.868430102073205035e+00,-1.412506355242243217e+00
3.201904321286641597e+00,-4.498990076138982113e+04,-6.233526567880653602e+01,-1.479404411494414262e+00,-1.834190166255382337e+00,-1.030961604872516091e+00,-8.625556978119277574e-01,-1.834190166255382337e+00,-5.199763062953763892e-01
8.166771130294721104e+01,-5.238552738359516661e+04,-4.283562672703010321e+01,1.169426077926857488e+00,4.034623910907754407e+00,-7.161383947511694714e-01,1.990904018722090996e+00,4.034623910907754407e+00,1.831318380352428221e+00
2.548431604381853077e+01,-3.740472051539772656e+04,4.098596888691099593e+01,-5.015967883037717456e-01,-1.855142801150861942e+00,1.188647969594029519e+00,-5.308086509266445319e-01,-1.855142801150861942e+00,-5.855409243610552039e-01
