# IndexValue_NDXT, Volume_GOOGL,Volume_AAPL,CPI,High_GOOGL,High_AAPL
2.033743995139229810e+01,7.114489505883242935e+06,1.577164688432559371e+06,9.449079487922062981e-05,7.708430927508814534e+01,-2.424061103985280852e+00
-4.139118895553110633e+01,-1.727428867493413389e+06,4.138757502358421683e+06,9.432082237026406801e-05,7.698430927508815103e+01,-2.171442007799157636e+00
-3.866616891266166931e+02,-6.880766817132271826e+05,1.808974120037252456e+07,9.415084980446408736e-05,7.627430927508814307e+01,-4.912067790915557453e-01
1.167213339661975624e+01,2.307569903953733668e+07,1.448956747458893061e+07,9.398087746603778214e-05,7.386430927508814648e+01,-3.845496138386238272e+00
-5.937612935865763575e+01,1.573599741441842914e+07,6.090894667594704032e+07,9.381090484339438262e-05,7.772430927508816012e+01,4.066412818419792075e+00
1.347892136644004495e+02,-1.174789331981528550e+07,1.874712970454053581e+07,9.364093244812465855e-05,8.180430927508814420e+01,1.167276686867703006e+01
4.688005399523444794e+02,-5.090911126382805407e+06,-1.753718944888705015e+07,9.347095993916809675e-05,8.734430927508816467e+01,-2.571805656902370174e+00
4.200716394836017571e+02,-1.576811434529978782e+06,-1.026552832497459650e+07,9.123604017759134877e-03,8.753930927508815785e+01,-1.431688407051581180e-01
-3.522189129428570595e+02,-9.344199150509390980e+06,-1.229822023707752675e+07,2.175314956502916175e-04,8.452420927508813975e+01,-3.099914549315030854e+00
2.072662423585661600e+02,-2.767770476597491652e+06,-1.378063951074685901e+07,2.174357926492120896e-04,8.372430927508816012e+01,-6.063553197143392026e-01
2.960881751203305612e+01,1.961848405519242585e+07,-3.855283212324053049e+06,2.173400896481325617e-04,8.138430927508815671e+01,-2.761263146609564956e-01
-1.229588626649237995e+02,1.116618374799899012e+07,5.878119219798967242e+05,2.172443867038964527e-04,8.671430927508814079e+01,1.418762079958042932e+00
5.849978892492072191e+01,1.418827717854584754e+07,6.214305414824314415e+06,2.171486837596603436e-04,8.948430927508815103e+01,4.171733271485607020e+00
4.819416150700471917e+02,-3.138553530132681131e+06,-2.071060200578881055e+07,2.170529806448939780e-04,9.690430927508816694e+01,1.540870985058802489e+00
9.141098431891441578e+01,-1.106925665357789397e+07,7.832293929348364472e+05,2.169572778143447067e-04,9.599430927508814193e+01,4.592869632675160574e-01
-1.750209078747411695e+02,-1.057569507068633288e+07,-3.263209956117272377e+05,2.168615747564217600e-04,9.358430927508814534e+01,-6.737348872150050738e-01
1.421109627540427027e+02,2.058610546454325318e+06,1.765298416533112526e+07,2.167658716984988132e-04,9.579430927508815330e+01,4.015160691144160410e+00
1.472287354730869993e+02,-5.091404689463898540e+06,-7.411943799011409283e+04,2.166701688679495419e-04,9.684430927508816467e+01,1.920894209827395116e-01
4.739659088350072125e+02,-3.325075961279101670e+06,-9.564817002537570894e+06,2.165744658100265951e-04,1.019743092750881601e+02,4.720835427808509621e+00
1.520517070120695280e+01,-4.056600491838160902e+06,1.498160122927521914e+07,2.164787627521036484e-04,1.015343092750881624e+02,8.617651583985264097e-01
-3.215539727811665216e+01,2.099274737313363701e+06,-3.899200608964912593e+06,2.163830599215543771e-04,1.004043092750881669e+02,-4.479301925767174453e+00
-1.231945046681375970e+02,-3.394827966311611235e+05,1.210489245639649034e+07,2.162873568636314303e-04,1.041543092750881669e+02,-8.317021995634377163e-02
2.667116830616650986e+02,-1.012943309998644516e+07,4.768555184220828116e+06,2.161916538057084836e-04,1.050443092750881533e+02,6.999645932897635703e-01
-1.373925329053690803e+02,-5.999593475223202258e+06,-1.001125090314042568e+07,2.160959509751592122e-04,1.046543092750881669e+02,-3.475167175418960142e+00
4.916576985803658317e+01,1.702001498860619962e+06,7.904904511453613639e+06,2.160002478035494278e-04,1.034643092750881408e+02,-1.368364348907192607e+00
-3.253297672714325017e+01,-7.611400921914353967e+04,4.031188880103185773e+06,2.159045449730001565e-04,1.041543092750881669e+02,-1.507758402382762597e+00
-9.463534850880023441e+01,-1.152578273843736202e+07,-2.036678612632016838e+07,2.158088420287640474e-04,9.938430927508815671e+01,-4.504496234391837106e+00
-1.297479321844202786e+02,-4.369363772575110197e+05,1.390561645019859076e+07,2.157131388571542630e-04,9.886430927508814648e+01,-6.396470334906894095e-01
-6.179829657597838377e+01,-5.967705400656040758e+06,3.730848421469569206e+06,2.156174359697615728e-04,9.717430927508814875e+01,-3.184660198135048859e+00
-5.775557267198928457e+01,8.523897384929466993e+06,2.549163342772602290e+07,3.640804912947714911e-04,9.842430927508814875e+01,-1.121101967490233164e+00
-2.065487411151116248e+01,-7.960747660711053759e+06,-1.912651634972110391e+07,2.174725595409654488e-04,9.934430927508816467e+01,-5.601933198269648528e-02
-4.418396898719947785e+01,2.687963674498610198e+05,1.431675694975041598e+07,2.173780782186440774e-04,9.780430927508814420e+01,-9.718498549763410210e-01
1.234870784558370360e+01,1.220973812581323087e+06,-5.196345945178665221e+06,2.172835971236963815e-04,9.758430927508814534e+01,-3.606392061395723658e+00
-1.387542815198248718e+02,-4.956188010283384472e+06,2.593544472710896283e+07,2.171891159150618478e-04,9.418430927508813966e+01,1.845860490107781970e+00
1.522290988161985297e+02,3.617841400385905057e+07,1.767854164830996990e+08,2.170946348201141518e-04,9.414430927508814761e+01,-9.210134986851130634e-01
-2.732370812424051110e+00,-2.429732894535742700e+07,-7.035282462338012457e+07,2.170001536114796181e-04,9.058430927508814534e+01,2.266747302632666106e+00
9.870078851498874428e+01,-1.150129615171954036e+06,2.998023098048552871e+06,2.169056724596885033e-04,9.067930927508814420e+01,3.984057401322900205e+00
-2.815714450465929986e+01,-6.142261772179119289e+06,1.546405519666956365e+07,2.168111912510539696e-04,9.165430927508816694e+01,1.985053062521444645e-01
-1.210376796391610696e+02,-2.572116715417198837e+06,-1.493920905006799102e+07,2.167167100992628548e-04,9.035660927508814666e+01,-3.644158787726752280e+00
