,15_pred_ahead,30_pred_ahead,60_pred_ahead,180_pred_ahead,365_pred_ahead
172,2305.08065681932,2305.08065681932,2305.08065681932,2305.08065681932,2305.08065681932
173,2330.69753523879,2330.69753523879,2330.69753523879,2330.69753523879,2330.69753523879
174,2335.84131284357,2335.84131284357,2335.84131284357,2335.84131284357,2335.84131284357
175,2345.33006234923,2345.33006234923,2345.33006234923,2345.33006234923,2345.33006234923
176,2332.75867764413,2332.75867764413,2332.75867764413,2332.75867764413,2332.75867764413
177,2346.7629300549,2346.7629300549,2346.7629300549,2346.7629300549,2346.7629300549
178,2344.41972062832,2344.41972062832,2344.41972062832,2344.41972062832,2344.41972062832
179,2353.61879613825,2353.61879613825,2353.61879613825,2353.61879613825,2353.61879613825
180,2373.34119972966,2373.34119972966,2373.34119972966,2373.34119972966,2373.34119972966
181,2401.47477756435,2401.47477756435,2401.47477756435,2401.47477756435,2401.47477756435
182,2383.60715838366,2383.60715838366,2383.60715838366,2383.60715838366,2383.60715838366
183,2355.12184088313,2355.12184088313,2355.12184088313,2355.12184088313,2355.12184088313
184,2398.95164793442,2398.95164793442,2398.95164793442,2398.95164793442,2398.95164793442
185,2380.51385463156,2380.51385463156,2380.51385463156,2380.51385463156,2380.51385463156
186,2379.57844534375,2379.57844534375,2379.57844534375,2379.57844534375,2379.57844534375
187,2342.99519024985,2342.99519024985,2342.99519024985,2342.99519024985,2342.99519024985
188,2352.4285028149,2352.4285028149,2352.4285028149,2352.4285028149,2352.4285028149
189,2302.67418552672,2302.67418552672,2302.67418552672,2302.67418552672,2302.67418552672
190,2297.3921280449,2297.3921280449,2297.3921280449,2297.3921280449,2297.3921280449
191,2327.78916966225,2327.78916966225,2327.78916966225,2327.78916966225,2327.78916966225
192,2352.24922925484,2352.24922925484,2352.24922925484,2352.24922925484,2352.24922925484
193,2312.90895135225,2312.90895135225,2312.90895135225,2312.90895135225,2312.90895135225
194,2274.48201784057,2274.48201784057,2274.48201784057,2274.48201784057,2274.48201784057
195,2305.28822150372,2305.28822150372,2305.28822150372,2305.28822150372,2305.28822150372
196,2319.27702255017,2319.27702255017,2319.27702255017,2319.27702255017,2319.27702255017
197,2336.45354377302,2336.45354377302,2336.45354377302,2336.45354377302,2336.45354377302
198,2339.16535690787,2339.16535690787,2339.16535690787,2339.16535690787,2339.16535690787
199,2335.38404197797,2335.38404197797,2335.38404197797,2335.38404197797,2335.38404197797
200,2365.64800519175,2365.64800519175,2365.64800519175,2365.64800519175,2365.64800519175
201,2345.69727217275,2345.69727217275,2345.69727217275,2345.69727217275,2345.69727217275
202,2312.47369520506,2312.47369520506,2312.47369520506,2312.47369520506,2312.47369520506
203,2277.95785113543,2277.95785113543,2277.95785113543,2277.95785113543,2277.95785113543
204,2271.01919622561,2271.01919622561,2271.01919622561,2271.01919622561,2271.01919622561
205,2223.15225390114,2223.15225390114,2223.15225390114,2223.15225390114,2223.15225390114
206,2153.6199282456,2153.6199282456,2153.6199282456,2153.6199282456,2153.6199282456
207,2123.66878164079,2123.66878164079,2123.66878164079,2123.66878164079,2123.66878164079
208,2119.07800571052,2119.07800571052,2119.07800571052,2119.07800571052,2119.07800571052
209,2145.70397508407,2145.70397508407,2145.70397508407,2145.70397508407,2145.70397508407
210,2078.35062620636,2078.35062620636,2078.35062620636,2078.35062620636,2078.35062620636
211,2119.09687856951,2119.09687856951,2119.09687856951,2119.09687856951,2119.09687856951
212,2039.41034849128,2039.41034849128,2039.41034849128,2039.41034849128,2039.41034849128
213,2032.65748162623,2032.65748162623,2032.65748162623,2032.65748162623,2032.65748162623
214,2029.81420973215,2029.81420973215,2029.81420973215,2029.81420973215,2029.81420973215
215,2039.0840693432,2039.0840693432,2039.0840693432,2039.0840693432,2039.0840693432
216,2082.95899932079,2082.95899932079,2082.95899932079,2082.95899932079,2082.95899932079
217,2044.64396283879,2044.64396283879,2044.64396283879,2044.64396283879,2044.64396283879
218,2073.48645265202,2073.48645265202,2073.48645265202,2073.48645265202,2073.48645265202
219,2036.81126239145,2036.81126239145,2036.81126239145,2036.81126239145,2036.81126239145
220,2053.44743136093,2053.44743136093,2053.44743136093,2053.44743136093,2053.44743136093
221,2137.57555898626,2137.57555898626,2137.57555898626,2137.57555898626,2137.57555898626
222,2145.44429579621,2145.44429579621,2145.44429579621,2145.44429579621,2145.44429579621
223,2080.49250753746,2080.49250753746,2080.49250753746,2080.49250753746,2080.49250753746
224,2092.01789876164,2092.01789876164,2092.01789876164,2092.01789876164,2092.01789876164
225,2111.44317971592,2111.44317971592,2111.44317971592,2111.44317971592,2111.44317971592
226,2037.17037852725,2037.17037852725,2037.17037852725,2037.17037852725,2037.17037852725
227,1979.72011591894,1979.72011591894,1979.72011591894,1979.72011591894,1979.72011591894
228,1960.23353780657,1960.23353780657,1960.23353780657,1960.23353780657,1960.23353780657
229,1976.9975415936,1976.9975415936,1976.9975415936,1976.9975415936,1976.9975415936
230,1970.32190218188,1970.32190218188,1970.32190218188,1970.32190218188,1970.32190218188
231,2012.87564147093,2012.87564147093,2012.87564147093,2012.87564147093,2012.87564147093
232,2071.04366008063,2071.04366008063,2071.04366008063,2071.04366008063,2071.04366008063
233,2116.23886752642,2116.23886752642,2116.23886752642,2116.23886752642,2116.23886752642
234,2108.31253511679,2108.31253511679,2108.31253511679,2108.31253511679,2108.31253511679
235,2120.28751788762,2120.28751788762,2120.28751788762,2120.28751788762,2120.28751788762
236,2153.58357096228,2153.58357096228,2153.58357096228,2153.58357096228,2153.58357096228
237,2110.58936647124,2110.58936647124,2110.58936647124,2110.58936647124,2110.58936647124
238,2134.94463180716,2134.94463180716,2134.94463180716,2134.94463180716,2134.94463180716
239,2157.54771052009,2157.54771052009,2157.54771052009,2157.54771052009,2157.54771052009
240,2165.36466817996,2165.36466817996,2165.36466817996,2165.36466817996,2165.36466817996
241,2153.02320000868,2153.02320000868,2153.02320000868,2153.02320000868,2153.02320000868
242,2220.50673912638,2220.50673912638,2220.50673912638,2220.50673912638,2220.50673912638
243,2227.1358210238,2227.1358210238,2227.1358210238,2227.1358210238,2227.1358210238
244,2228.34584246292,2228.34584246292,2228.34584246292,2228.34584246292,2228.34584246292
245,2240.80318806949,2240.80318806949,2240.80318806949,2240.80318806949,2240.80318806949
246,2248.2001936773,2248.2001936773,2248.2001936773,2248.2001936773,2248.2001936773
247,2206.09694759082,2206.09694759082,2206.09694759082,2206.09694759082,2206.09694759082
248,2230.27189377545,2230.27189377545,2230.27189377545,2230.27189377545,2230.27189377545
249,2231.83096885861,2231.83096885861,2231.83096885861,2231.83096885861,2231.83096885861
250,2277.36672401221,2277.36672401221,2277.36672401221,2277.36672401221,2277.36672401221
251,2269.09984341604,2269.09984341604,2269.09984341604,2269.09984341604,2269.09984341604
252,2260.58417274722,2260.58417274722,2260.58417274722,2260.58417274722,2260.58417274722
253,2284.78615135814,2284.78615135814,2284.78615135814,2284.78615135814,2284.78615135814
254,2297.19254934543,2297.19254934543,2297.19254934543,2297.19254934543,2297.19254934543
255,2323.84367671381,2323.84367671381,2323.84367671381,2323.84367671381,2323.84367671381
256,2330.33039546559,2330.33039546559,2330.33039546559,2330.33039546559,2330.33039546559
257,2338.42145723769,2338.42145723769,2338.42145723769,2338.42145723769,2338.42145723769
258,2302.32601773633,2302.32601773633,2302.32601773633,2302.32601773633,2302.32601773633
259,2297.84786915544,2297.84786915544,2297.84786915544,2297.84786915544,2297.84786915544
260,2294.5990905987,2294.5990905987,2294.5990905987,2294.5990905987,2294.5990905987
261,2324.42005748407,2324.42005748407,2324.42005748407,2324.42005748407,2324.42005748407
262,2337.8558941602,2337.8558941602,2337.8558941602,2337.8558941602,2337.8558941602
263,2342.09032104865,2342.09032104865,2342.09032104865,2342.09032104865,2342.09032104865
264,2352.99797017109,2352.99797017109,2352.99797017109,2352.99797017109,2352.99797017109
265,2338.44694843141,2338.44694843141,2338.44694843141,2338.44694843141,2338.44694843141
266,2310.69260366261,2310.69260366261,2310.69260366261,2310.69260366261,2310.69260366261
267,2339.1000978579,2339.1000978579,2339.1000978579,2339.1000978579,2339.1000978579
268,2302.89891649201,2302.89891649201,2302.89891649201,2302.89891649201,2302.89891649201
269,2308.78813723881,2308.78813723881,2308.78813723881,2308.78813723881,2308.78813723881
270,2305.32445363724,2305.32445363724,2305.32445363724,2305.32445363724,2305.32445363724
271,2304.56376752867,2304.56376752867,2304.56376752867,2304.56376752867,2304.56376752867
272,2347.68302327812,2347.68302327812,2347.68302327812,2347.68302327812,2347.68302327812
273,2323.54507103273,2323.54507103273,2323.54507103273,2323.54507103273,2323.54507103273
274,2307.06695135141,2307.06695135141,2307.06695135141,2307.06695135141,2307.06695135141
275,2319.2674473777,2319.2674473777,2319.2674473777,2319.2674473777,2319.2674473777
276,2302.90653836154,2302.90653836154,2302.90653836154,2302.90653836154,2302.90653836154
277,2315.28443652859,2315.28443652859,2315.28443652859,2315.28443652859,2315.28443652859
278,2310.39078095488,2310.39078095488,2310.39078095488,2310.39078095488,2310.39078095488
279,2294.28950541229,2294.28950541229,2294.28950541229,2294.28950541229,2294.28950541229
280,2293.73358372431,2293.73358372431,2293.73358372431,2293.73358372431,2293.73358372431
281,2313.19875733136,2313.19875733136,2313.19875733136,2313.19875733136,2313.19875733136
282,2323.13770708457,2323.13770708457,2323.13770708457,2323.13770708457,2323.13770708457
283,2279.43175635612,2279.43175635612,2279.43175635612,2279.43175635612,2279.43175635612
284,2231.12728702946,2231.12728702946,2231.12728702946,2231.12728702946,2231.12728702946
285,2235.42920521146,2235.42920521146,2235.42920521146,2235.42920521146,2235.42920521146
286,2207.3451660851,2207.3451660851,2207.3451660851,2207.3451660851,2207.3451660851
287,2190.06676534067,2190.06676534067,2190.06676534067,2190.06676534067,2190.06676534067
288,2190.77837011221,2190.77837011221,2190.77837011221,2190.77837011221,2190.77837011221
289,2197.83469130015,2197.83469130015,2197.83469130015,2197.83469130015,2197.83469130015
290,2196.94091029612,2196.94091029612,2196.94091029612,2196.94091029612,2196.94091029612
291,2226.87605985143,2226.87605985143,2226.87605985143,2226.87605985143,2226.87605985143
292,2210.87134020083,2210.87134020083,2210.87134020083,2210.87134020083,2210.87134020083
293,2196.2936773232,2196.2936773232,2196.2936773232,2196.2936773232,2196.2936773232
294,2202.97497644866,2202.97497644866,2202.97497644866,2202.97497644866,2202.97497644866
295,2236.96072100743,2236.96072100743,2236.96072100743,2236.96072100743,2236.96072100743
296,2224.52077456037,2224.52077456037,2224.52077456037,2224.52077456037,2224.52077456037
297,2246.72104329681,2246.72104329681,2246.72104329681,2246.72104329681,2246.72104329681
298,2236.24349667661,2236.24349667661,2236.24349667661,2236.24349667661,2236.24349667661
299,2282.82598476369,2282.82598476369,2282.82598476369,2282.82598476369,2282.82598476369
300,2288.60927333642,2288.60927333642,2288.60927333642,2288.60927333642,2288.60927333642
301,2348.59630588762,2348.59630588762,2348.59630588762,2348.59630588762,2348.59630588762
302,2354.58830219845,2354.58830219845,2354.58830219845,2354.58830219845,2354.58830219845
303,2364.43331804284,2364.43331804284,2364.43331804284,2364.43331804284,2364.43331804284
304,2382.71331777138,2382.71331777138,2382.71331777138,2382.71331777138,2382.71331777138
305,2392.00808108453,2392.00808108453,2392.00808108453,2392.00808108453,2392.00808108453
306,2393.62791931704,2393.62791931704,2393.62791931704,2393.62791931704,2393.62791931704
307,2397.8843053224,2397.8843053224,2397.8843053224,2397.8843053224,2397.8843053224
308,2384.06367652635,2384.06367652635,2384.06367652635,2384.06367652635,2384.06367652635
309,2383.75135135529,2383.75135135529,2383.75135135529,2383.75135135529,2383.75135135529
310,2396.70076384467,2396.70076384467,2396.70076384467,2396.70076384467,2396.70076384467
311,2398.68913179771,2398.68913179771,2398.68913179771,2398.68913179771,2398.68913179771
312,2395.11258697674,2395.11258697674,2395.11258697674,2395.11258697674,2395.11258697674
313,2354.25221525826,2354.25221525826,2354.25221525826,2354.25221525826,2354.25221525826
314,2343.40196652211,2343.40196652211,2343.40196652211,2343.40196652211,2343.40196652211
315,2347.53199107608,2347.53199107608,2347.53199107608,2347.53199107608,2347.53199107608
316,2344.53768474545,2344.53768474545,2344.53768474545,2344.53768474545,2344.53768474545
317,2351.65810228348,2351.65810228348,2351.65810228348,2351.65810228348,2351.65810228348
318,2333.72953860392,2333.72953860392,2333.72953860392,2333.72953860392,2333.72953860392
319,2361.17438806455,2361.17438806455,2361.17438806455,2361.17438806455,2361.17438806455
320,2376.48370174453,2376.48370174453,2376.48370174453,2376.48370174453,2376.48370174453
321,2368.64177017747,2368.64177017747,2368.64177017747,2368.64177017747,2368.64177017747
322,2426.04845664632,2426.04845664632,2426.04845664632,2426.04845664632,2426.04845664632
323,2302.94080515827,2302.94080515827,2302.94080515827,2302.94080515827,2302.94080515827
324,2217.97232104733,2217.97232104733,2217.97232104733,2217.97232104733,2217.97232104733
325,2274.0359556318,2274.0359556318,2274.0359556318,2274.0359556318,2274.0359556318
326,2327.81826218059,2327.81826218059,2327.81826218059,2327.81826218059,2327.81826218059
327,2367.30983997572,2367.30983997572,2367.30983997572,2367.30983997572,2367.30983997572
