# IndexValue_NDXT, Volume_GOOGL,Volume_AAPL,CPI,High_GOOGL,High_AAPL, NetChange_NDXT, High_NDXT, Low_NDXT, Close/Last_GOOGL, Open_GOOGL, Low_GOOGL, Close/Last_AAPL, Open_AAPL, Low_AAPL
2.107284994641974208e+03,4.269937978341533244e+07,2.060974614369029105e+08,2.378493226074389213e+02,3.317601113490889730e+01,2.884098935414615994e+01,-3.072659628719568659e+00,2.112976611936926020e+03,2.074690874444732344e+03,3.279168624030887713e+01,2.821469248179197109e+01,3.233911987427995172e+01,2.884098935414615994e+01,2.821469248179197109e+01,9.973623200371656594e+01
2.064697129288106680e+03,4.393574052978700399e+07,1.995856262935060859e+08,2.378342134735342484e+02,3.243373281379516726e+01,2.864940909680396430e+01,-9.610828560636697659e+00,2.121246411306424307e+03,2.073624752795221411e+03,3.127706420985919777e+01,2.853662264096078616e+01,3.107189319913015169e+01,2.864940909680396430e+01,2.853662264096078616e+01,9.973623200371656594e+01
2.191813176288485465e+03,4.655612116356552392e+07,2.098724806924159825e+08,2.377903294669492027e+02,3.307817364570060192e+01,2.749256926188532191e+01,2.663738503385577872e+01,2.178291309304618153e+03,2.107549057605841881e+03,3.311086297634231812e+01,2.663324934082226036e+01,3.179789912833187771e+01,2.749256926188532191e+01,2.663324934082226036e+01,9.973623200371656594e+01
2.224847241865007618e+03,4.292645587474244833e+07,1.926069574927214682e+08,2.376846755164428373e+02,3.385461967263675831e+01,2.798916874453337300e+01,-1.181103788083728645e+01,2.237725648853250277e+03,2.215117981154471181e+03,3.345435414286351516e+01,2.786328940349402217e+01,3.318682294591804549e+01,2.798916874453337300e+01,2.786328940349402217e+01,9.973623200371656594e+01
2.237466680022790570e+03,3.766853150334744900e+07,2.004299293579698801e+08,2.375715920385378297e+02,3.404568509419865308e+01,2.794746992686368969e+01,4.008624716465231330e+00,2.251064887515314240e+03,2.211258890639190668e+03,3.373052517953200891e+01,2.770386587617466034e+01,3.333332818192732816e+01,2.794746992686368969e+01,2.770386587617466034e+01,9.973623200371656594e+01
2.280858768532837530e+03,3.750851209176954627e+07,1.986044969854025245e+08,2.374720704611751501e+02,3.428159569064435885e+01,2.787854808532733841e+01,1.688491386429447516e+01,2.283240302452978085e+03,2.234840557757444913e+03,3.398996799205958297e+01,2.787126043399172204e+01,3.377515162977969965e+01,2.787854808532733841e+01,2.787126043399172204e+01,9.973623200371656594e+01
2.300432353288236754e+03,5.372036300078278035e+07,1.868867638474814892e+08,2.373690486755625102e+02,3.442028609965218067e+01,2.846530790593337201e+01,1.481173314934889618e+01,2.318342039273069076e+03,2.271398074662911313e+03,3.405893345522797944e+01,2.829289105500524215e+01,3.373839861813104335e+01,2.846530790593337201e+01,2.829289105500524215e+01,9.973623200371656594e+01
2.346135642684675076e+03,6.618545443023105711e+07,1.774646194951140583e+08,2.372823923001090805e+02,3.466626696509302263e+01,2.900599207787792011e+01,2.917598633556447396e+01,2.339025026008170698e+03,2.304906441050408375e+03,3.422311549867990976e+01,2.862448115062176157e+01,3.383107525227286771e+01,2.900599207787792011e+01,2.862448115062176157e+01,9.973623200371656594e+01
2.349458676147284677e+03,4.310453874051792920e+07,2.298659528433925509e+08,2.372311865450104165e+02,3.733354990653219829e+01,2.972831882149914406e+01,-1.592158099571768304e+01,2.381353849024796091e+03,2.353285362016507861e+03,3.688864260263278538e+01,2.978698620661648988e+01,3.648223119999367725e+01,2.972831882149914406e+01,2.978698620661648988e+01,9.973623200371656594e+01
2.347468180432842928e+03,4.002921857335206866e+07,1.882378133050403893e+08,2.371043712147508984e+02,3.735758628195547715e+01,3.043557932923138765e+01,2.379576765895230395e+01,2.343234000741901582e+03,2.330180587050628219e+03,3.684708961440917818e+01,3.034075182869040077e+01,3.682597754808455903e+01,3.043557932923138765e+01,3.034075182869040077e+01,9.973623200371656594e+01
2.377173111194678313e+03,4.015416584325519204e+07,1.984851554170019925e+08,2.370437042395314791e+02,3.774948690280464092e+01,3.098352093928734519e+01,-3.306860327092518759e+00,2.393592789103807263e+03,2.362586751810184523e+03,3.765965068135596283e+01,3.022965443453294654e+01,3.707999144755618204e+01,3.098352093928734519e+01,3.022965443453294654e+01,9.973623200371656594e+01
2.348286586994470781e+03,4.358873385047210753e+07,2.011855937036334872e+08,2.369436426641139519e+02,3.800246793931891887e+01,2.995278333083273026e+01,-6.072291173225590200e-01,2.364613431000453602e+03,2.342558611792981083e+03,3.770742073510717773e+01,2.952180949009196809e+01,3.742450489968637584e+01,2.995278333083273026e+01,2.952180949009196809e+01,9.973623200371656594e+01
2.329525050500156340e+03,4.286079717626654357e+07,1.886562238322793543e+08,2.368631859688960617e+02,3.832312903402893056e+01,2.914553049863413037e+01,-2.056780208111223196e+00,2.349066187415572131e+03,2.329752766325162156e+03,3.808639945653808923e+01,2.894256183169446217e+01,3.776960373709299290e+01,2.914553049863413037e+01,2.894256183169446217e+01,9.973623200371656594e+01
2.342748730474822423e+03,3.725611230490495265e+07,1.876664079374260902e+08,2.367291576228320764e+02,3.821825219609442570e+01,2.970621041699057230e+01,3.906523368410335983e+00,2.356852549305677712e+03,2.330434911281658515e+03,3.824997016107726466e+01,2.934746059631876847e+01,3.794557171556495234e+01,2.970621041699057230e+01,2.934746059631876847e+01,9.973623200371656594e+01
2.329630081897959371e+03,3.693501158619701862e+07,1.684671102744300067e+08,2.366760838562790070e+02,3.803136672115674344e+01,3.007824117659562546e+01,9.845086593671380726e+00,2.343777345387776677e+03,2.326906018874163237e+03,3.786758815905217546e+01,2.937638376343319635e+01,3.774385018365772027e+01,3.007824117659562546e+01,2.937638376343319635e+01,9.973623200371656594e+01
2.334571533629470650e+03,3.877711559871545434e+07,1.582921661882442832e+08,2.365793930687465831e+02,3.917867346291786390e+01,2.993967878331616816e+01,-3.962683112561062870e+00,2.354304737120906793e+03,2.324444159691132882e+03,3.882190863993913155e+01,2.996196050702026525e+01,3.873047246094743201e+01,2.993967878331616816e+01,2.996196050702026525e+01,9.973623200371656594e+01
2.359045823696098068e+03,2.570713694141881540e+07,1.141201374295206368e+08,2.365423419181664428e+02,3.883337031104598225e+01,2.943493856838260569e+01,1.074154171872156383e+01,2.360043601208753444e+03,2.348038275545885881e+03,3.888450707412619067e+01,2.949537235888399778e+01,3.854512216216900100e+01,2.943493856838260569e+01,2.949537235888399778e+01,9.973623200371656594e+01
2.415491058689034617e+03,4.432840737757104635e+07,1.813496794064938128e+08,2.364476774424888958e+02,3.952851914327158767e+01,2.977177545390591717e+01,8.777514147431816127e+00,2.416806398662457013e+03,2.384968502185087800e+03,3.932830202680599285e+01,2.970353630189102034e+01,3.833281366206560392e+01,2.977177545390591717e+01,2.970353630189102034e+01,9.973623200371656594e+01
2.354681921723358300e+03,4.259537328510409594e+07,1.705022913237865269e+08,2.365771975425531082e+02,3.892042409185852847e+01,2.958321573089865808e+01,-4.952434331628104758e+00,2.386468013600555878e+03,2.342094530095478149e+03,3.837013979856404688e+01,2.956031286820589798e+01,3.782563917722700353e+01,2.958321573089865808e+01,2.956031286820589798e+01,9.973623200371656594e+01
2.340591199084411073e+03,4.170625605129999667e+07,1.811586792351875007e+08,2.366590005537332786e+02,3.897630546719911138e+01,2.932747376632609360e+01,-1.316630709519722231e+01,2.376180262345915708e+03,2.324914923432693286e+03,3.822248686287495900e+01,2.932538914573520117e+01,3.766697815065447941e+01,2.932747376632609360e+01,2.932538914573520117e+01,9.973623200371656594e+01
2.328375543741989986e+03,4.234722105030424148e+07,1.741939369840539992e+08,2.367084474568715962e+02,3.893388520489519777e+01,2.856442156152611744e+01,-5.973500669947867436e+00,2.375817753175828784e+03,2.325415820790457929e+03,3.834069379032832359e+01,2.860658380996105166e+01,3.800261703870091878e+01,2.856442156152611744e+01,2.860658380996105166e+01,9.973623200371656594e+01
2.308382018985033937e+03,3.698964899825544655e+07,1.738294610105551779e+08,2.367414680015223212e+02,3.881762914454598956e+01,2.797410915348956451e+01,-4.965538761586152816e+00,2.360834479885275869e+03,2.314809659736352842e+03,3.821199826730720162e+01,2.782853349965790812e+01,3.825702268121881389e+01,2.797410915348956451e+01,2.782853349965790812e+01,9.973623200371656594e+01
2.304574958159674679e+03,3.713021225299941003e+07,2.013072185751810670e+08,2.367490460733339717e+02,3.816379911489554644e+01,2.651246589057915060e+01,2.116433318292479271e+01,2.290302041757582174e+03,2.281256936507551927e+03,3.805837554107940690e+01,2.655631236978021548e+01,3.771847978898779985e+01,2.651246589057915060e+01,2.655631236978021548e+01,9.973623200371656594e+01
2.347690444744059732e+03,4.027465041151730716e+07,1.720621674601827860e+08,2.367846516489918542e+02,3.935962964303198675e+01,2.717739192015908145e+01,9.653968032432160840e-01,2.355713157007307473e+03,2.331682086348104349e+03,3.913828218170658602e+01,2.681837119340524112e+01,3.873586206822562161e+01,2.717739192015908145e+01,2.681837119340524112e+01,9.973623200371656594e+01
