# IndexValue_NDXT, Volume_GOOGL,Volume_AAPL,CPI,High_GOOGL,High_AAPL
1.089416539559897865e+04,2.197383540065604076e+07,5.667208157853043079e+07,3.145397843825640507e+02,8.670569072491184670e+01,2.206946601981350398e+02
1.084840694886128949e+04,2.063274261507053301e+07,5.705108657227397710e+07,3.145281481146306533e+02,8.670569072491184670e+01,2.171911019674902263e+02
1.077001435024161037e+04,2.680962766071105376e+07,6.889922634972110391e+07,3.145168069176843915e+02,8.670569072491184670e+01,2.157955193319826890e+02
1.074102866506270038e+04,1.957017363255013898e+07,5.189643305024958402e+07,3.145053192072876413e+02,8.670569072491184670e+01,2.158318498549763547e+02
1.067760680437161682e+04,2.201461618741867691e+07,6.191021594517866522e+07,3.144938314968907207e+02,8.670569072491184670e+01,2.149863920613957191e+02
1.072103349272642481e+04,2.325419801028338447e+07,5.479156527289103717e+07,3.144823437864938569e+02,8.670569072491184670e+01,2.108541395098922067e+02
1.059023120503580139e+04,2.240432599614094943e+07,6.963598351690030098e+07,3.144708560760968794e+02,8.670569072491184670e+01,2.128110134986850994e+02
1.073628115918702315e+04,4.445741894535742700e+07,1.565252746233801246e+08,3.144593683657000724e+02,8.670569072491184670e+01,2.119732526973673430e+02
1.078465290292081045e+04,2.301998961517195404e+07,7.694522690195144713e+07,3.144478806553031518e+02,8.670569072491184670e+01,2.146459425986770952e+02
1.087890783376595937e+04,2.576076177217911929e+07,7.826424480333043635e+07,3.144363929449063448e+02,8.670569072491184670e+01,2.187514946937478442e+02
1.083446514460086109e+04,2.063567671541719884e+07,8.506195905006799102e+07,3.144249052345094242e+02,8.670569072491184670e+01,2.188141587877267398e+02
1.075527054263493483e+04,2.144042168804022297e+07,7.158955851547910273e+07,3.144134175241124467e+02,8.670569072491184670e+01,2.149378834570513277e+02
1.064617639499025245e+04,2.202206001826503500e+07,8.221112670775309205e+07,3.144019298137157534e+02,8.670569072491184670e+01,2.169787534817624532e+02
1.071966519098773824e+04,2.699926119977398962e+07,1.487545867579206824e+08,3.143904421033187191e+02,8.670569072491184670e+01,2.203978794151535396e+02
1.052577558864276216e+04,2.390746579933153093e+07,1.290149707614920437e+08,3.143789543929218553e+02,8.670569072491184670e+01,2.056769977962998723e+02
1.045681526263449632e+04,2.554796906402966753e+07,1.000966245021081269e+08,3.143674666825249915e+02,8.670569072491184670e+01,1.966557245025676366e+02
